Date,Time,"Rain (S-RGB 21038161:21038325-1),mm,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Direction (S-WCF 21038161:21038468-3),°,Stanley Bridge Harbour","Solar Radiation (S-LIB 21038161:21109516-1),W/m²,Stanley Bridge Harbour","Battery (RX3000 BATTERY 21038161:21038161-B),V,Stanley Bridge Harbour","Barometric Pressure (M-BP 21038161:20735209-1),kPa,Stanley Bridge Harbour","Water Pressure (M-WP01 21038161:21411213-1),kPa,Stanley Bridge Harbour","Diff Pressure (M-DP01 21038161:21411213-2),kPa,Stanley Bridge Harbour","Water Temperature (M-WT 21038161:21411213-3),°C,Stanley Bridge Harbour","Water Level (M-WL01 21038161:21411213-4),meters,Stanley Bridge Harbour","Accumulated Rain (C-ACC-RAIN 21038161:21038325-2),mm,Stanley Bridge Harbour,Stanley Bridge","Temperature (S-TMB 21038161:21098957-1),°C,Stanley Bridge Harbour","Average Wind Speed (S-WCF 21038161:21038468-1),Km/h,Stanley Bridge Harbour","Wind Gust Speed (S-WCF 21038161:21038468-2),Km/h,Stanley Bridge Harbour","Wind Speed (S-WCF 21038161:21038468-1),m/s,Stanley Bridge Harbour","Gust Speed (S-WCF 21038161:21038468-2),m/s,Stanley Bridge Harbour","Water Flow (M-WF-VNW 21038161:21411213-5),l/s,Stanley Bridge Harbour"
07/30/2023,23:49:00 -0300,,,,,,4.251,,,,,,,,,,,,
07/30/2023,23:50:00 -0300,0,,,195,1,,,,,,,,17.08,,,,,
07/30/2023,23:52:00 -0300,0,,,205,1,,,,,,,,17.03,,,,,
07/30/2023,23:54:00 -0300,0,,,199,1,4.254,,,,,,,17.01,,,,,
07/30/2023,23:56:00 -0300,0,,,181,1,,,,,,,,17.03,,,,,
07/30/2023,23:58:00 -0300,0,,,190,1,,,,,,,,17.03,,,,,
07/30/2023,23:59:00 -0300,,,,,,4.257,,,,,,,,,,,,
07/31/2023,00:00:00 -0300,0,,,187,1,,,,,,,,17.03,,,,,
07/31/2023,00:02:00 -0300,0,,,181,1,,,,,,,,17.03,,,,,
07/31/2023,00:04:00 -0300,0,,,187,1,4.251,,,,,,,17.03,,,,,
07/31/2023,00:06:00 -0300,0,,,190,1,,,,,,,,16.99,,,,,
07/31/2023,00:08:00 -0300,0,,,187,1,,,,,,,,16.94,,,,,
07/31/2023,00:09:00 -0300,,,,,,4.253,,,,,,,,,,,,
07/31/2023,00:10:00 -0300,0,,,175,1,,,,,,,,16.94,,,,,
07/31/2023,00:12:00 -0300,0,,,184,1,,,,,,,,16.94,,,,,
07/31/2023,00:14:00 -0300,0,,,167,1,4.256,,,,,,,16.92,,,,,
07/31/2023,00:16:00 -0300,0,,,175,1,,,,,,,,16.84,,,,,
07/31/2023,00:18:00 -0300,0,,,187,1,,,,,,,,16.87,,,,,
07/31/2023,00:19:00 -0300,,,,,,4.253,,,,,,,,,,,,
07/31/2023,00:20:00 -0300,0,,,177,1,,,,,,,,16.84,,,,,
07/31/2023,00:22:00 -0300,0,,,184,1,,,,,,,,16.87,,,,,
07/31/2023,00:24:00 -0300,0,,,183,1,4.251,,,,,,,16.84,,,,,
07/31/2023,00:26:00 -0300,0,,,184,1,,,,,,,,16.82,,,,,
07/31/2023,00:28:00 -0300,0,,,194,1,,,,,,,,16.8,,,,,
07/31/2023,00:29:00 -0300,,,,,,4.256,,,,,,,,,,,,
07/31/2023,00:30:00 -0300,0,,,202,1,,,,,,,,16.82,,,,,
07/31/2023,00:32:00 -0300,0,,,184,1,,,,,,,,16.84,,,,,
07/31/2023,00:34:00 -0300,0,,,183,1,4.247,,,,,,,16.8,,,,,
07/31/2023,00:36:00 -0300,0,,,187,1,,,,,,,,16.82,,,,,
07/31/2023,00:38:00 -0300,0,,,175,1,,,,,,,,16.77,,,,,
07/31/2023,00:39:00 -0300,,,,,,4.251,,,,,,,,,,,,
07/31/2023,00:40:00 -0300,0,,,161,1,,,,,,,,16.63,,,,,
07/31/2023,00:42:00 -0300,0,,,160,1,,,,,,,,16.53,,,,,
07/31/2023,00:44:00 -0300,0,,,167,1,4.254,,,,,,,16.51,,,,,
07/31/2023,00:46:00 -0300,0,,,177,1,,,,,,,,16.49,,,,,
07/31/2023,00:48:00 -0300,0,,,163,1,,,,,,,,16.46,,,,,
07/31/2023,00:49:00 -0300,,,,,,4.245,,,,,,,,,,,,
07/31/2023,00:50:00 -0300,0,,,160,1,,,,,,,,16.53,,,,,
07/31/2023,00:52:00 -0300,0,,,166,1,,,,,,,,16.56,,,,,
07/31/2023,00:54:00 -0300,0,,,166,1,4.25,,,,,,,16.53,,,,,
07/31/2023,00:56:00 -0300,0,,,184,1,,,,,,,,16.61,,,,,
07/31/2023,00:58:00 -0300,0,,,174,1,,,,,,,,16.63,,,,,
07/31/2023,00:59:00 -0300,,,,,,4.254,,,,,,,,,,,,
07/31/2023,01:00:00 -0300,0,,,170,1,,,,,,,,16.68,,,,,
07/31/2023,01:02:00 -0300,0,,,167,1,,,,,,,,16.7,,,,,
07/31/2023,01:04:00 -0300,0,,,163,1,4.245,,,,,,,16.7,,,,,
07/31/2023,01:06:00 -0300,0,,,164,1,,,,,,,,16.65,,,,,
07/31/2023,01:08:00 -0300,0,,,168,1,,,,,,,,16.61,,,,,
07/31/2023,01:09:00 -0300,,,,,,4.248,,,,,,,,,,,,
07/31/2023,01:10:00 -0300,0,,,163,1,,,,,,,,16.56,,,,,
07/31/2023,01:12:00 -0300,0,,,166,1,,,,,,,,16.51,,,,,
07/31/2023,01:14:00 -0300,0,,,164,1,4.254,,,,,,,16.49,,,,,
07/31/2023,01:16:00 -0300,0,,,167,1,,,,,,,,16.51,,,,,
07/31/2023,01:18:00 -0300,0,,,178,1,,,,,,,,16.56,,,,,
07/31/2023,01:19:00 -0300,,,,,,4.247,,,,,,,,,,,,
07/31/2023,01:20:00 -0300,0,,,153,1,,,,,,,,16.65,,,,,
07/31/2023,01:22:00 -0300,0,,,167,1,,,,,,,,16.68,,,,,
07/31/2023,01:24:00 -0300,0,,,157,1,4.248,,,,,,,16.7,,,,,
07/31/2023,01:26:00 -0300,0,,,163,1,,,,,,,,16.7,,,,,
07/31/2023,01:28:00 -0300,0,,,168,1,,,,,,,,16.65,,,,,
07/31/2023,01:29:00 -0300,,,,,,4.253,,,,,,,,,,,,
07/31/2023,01:30:00 -0300,0,,,164,1,,,,,,,,16.65,,,,,
07/31/2023,01:32:00 -0300,0,,,173,1,,,,,,,,16.63,,,,,
07/31/2023,01:34:00 -0300,0,,,181,1,4.245,,,,,,,16.65,,,,,
07/31/2023,01:36:00 -0300,0,,,167,1,,,,,,,,16.65,,,,,
07/31/2023,01:38:00 -0300,0,,,157,1,,,,,,,,16.68,,,,,
07/31/2023,01:39:00 -0300,,,,,,4.248,,,,,,,,,,,,
07/31/2023,01:40:00 -0300,0,,,161,1,,,,,,,,16.72,,,,,
07/31/2023,01:42:00 -0300,0,,,166,1,,,,,,,,16.72,,,,,
07/31/2023,01:44:00 -0300,0,,,167,1,4.251,,,,,,,16.7,,,,,
07/31/2023,01:46:00 -0300,0,,,161,1,,,,,,,,16.63,,,,,
07/31/2023,01:48:00 -0300,0,,,164,1,,,,,,,,16.56,,,,,
07/31/2023,01:49:00 -0300,,,,,,4.248,,,,,,,,,,,,
07/31/2023,01:50:00 -0300,0,,,157,1,,,,,,,,16.51,,,,,
07/31/2023,01:52:00 -0300,0,,,145,1,,,,,,,,16.49,,,,,
07/31/2023,01:54:00 -0300,0,,,147,1,4.247,,,,,,,16.46,,,,,
07/31/2023,01:56:00 -0300,0,,,153,1,,,,,,,,16.46,,,,,
07/31/2023,01:58:00 -0300,0,,,154,1,,,,,,,,16.46,,,,,
07/31/2023,01:59:00 -0300,,,,,,4.25,,,,,,,,,,,,
07/31/2023,02:00:00 -0300,0,,,154,1,,,,,,,,16.42,,,,,
07/31/2023,02:02:00 -0300,0,,,156,1,,,,,,,,16.39,,,,,
07/31/2023,02:04:00 -0300,0,,,160,1,4.241,,,,,,,16.34,,,,,
07/31/2023,02:06:00 -0300,0,,,157,1,,,,,,,,16.32,,,,,
07/31/2023,02:08:00 -0300,0,,,154,1,,,,,,,,16.27,,,,,
07/31/2023,02:09:00 -0300,,,,,,4.247,,,,,,,,,,,,
07/31/2023,02:10:00 -0300,0,,,146,1,,,,,,,,16.22,,,,,
07/31/2023,02:12:00 -0300,0,,,146,1,,,,,,,,16.2,,,,,
07/31/2023,02:14:00 -0300,0,,,147,1,4.25,,,,,,,16.2,,,,,
07/31/2023,02:16:00 -0300,0,,,160,1,,,,,,,,16.18,,,,,
07/31/2023,02:18:00 -0300,0,,,161,1,,,,,,,,16.11,,,,,
07/31/2023,02:19:00 -0300,,,,,,4.241,,,,,,,,,,,,
07/31/2023,02:20:00 -0300,0,,,156,1,,,,,,,,16.03,,,,,
07/31/2023,02:22:00 -0300,0,,,163,1,,,,,,,,15.99,,,,,
07/31/2023,02:24:00 -0300,0,,,167,1,4.245,,,,,,,15.99,,,,,
07/31/2023,02:26:00 -0300,0,,,183,1,,,,,,,,16.08,,,,,
07/31/2023,02:28:00 -0300,0,,,175,1,,,,,,,,16.15,,,,,
07/31/2023,02:29:00 -0300,,,,,,4.248,,,,,,,,,,,,
07/31/2023,02:30:00 -0300,0,,,168,1,,,,,,,,16.06,,,,,
07/31/2023,02:32:00 -0300,0,,,167,1,,,,,,,,16.01,,,,,
07/31/2023,02:34:00 -0300,0,,,170,1,4.241,,,,,,,15.96,,,,,
07/31/2023,02:36:00 -0300,0,,,180,1,,,,,,,,16.01,,,,,
07/31/2023,02:38:00 -0300,0,,,175,1,,,,,,,,15.99,,,,,
07/31/2023,02:39:00 -0300,,,,,,4.245,,,,,,,,,,,,
07/31/2023,02:40:00 -0300,0,,,177,1,,,,,,,,16.03,,,,,
07/31/2023,02:42:00 -0300,0,,,181,1,,,,,,,,16.06,,,,,
07/31/2023,02:44:00 -0300,0,,,178,1,4.248,,,,,,,16.08,,,,,
07/31/2023,02:46:00 -0300,0,,,183,1,,,,,,,,16.25,,,,,
07/31/2023,02:48:00 -0300,0,,,191,1,,,,,,,,16.42,,,,,
07/31/2023,02:49:00 -0300,,,,,,4.239,,,,,,,,,,,,
07/31/2023,02:50:00 -0300,0,,,195,1,,,,,,,,16.49,,,,,
07/31/2023,02:52:00 -0300,0,,,183,1,,,,,,,,16.49,,,,,
07/31/2023,02:54:00 -0300,0,,,185,1,4.244,,,,,,,16.51,,,,,
07/31/2023,02:56:00 -0300,0,,,194,1,,,,,,,,16.51,,,,,
07/31/2023,02:58:00 -0300,0,,,194,1,,,,,,,,16.51,,,,,
07/31/2023,02:59:00 -0300,,,,,,4.248,,,,,,,,,,,,
07/31/2023,03:00:00 -0300,0,,,188,1,,,,,,,,16.53,,,,,
07/31/2023,03:02:00 -0300,0,,,181,1,,,,,,,,16.58,,,,,
07/31/2023,03:04:00 -0300,0,,,185,1,4.241,,,,,,,16.63,,,,,
07/31/2023,03:06:00 -0300,0,,,188,1,,,,,,,,16.63,,,,,
07/31/2023,03:08:00 -0300,0,,,191,1,,,,,,,,16.63,,,,,
07/31/2023,03:09:00 -0300,,,,,,4.244,,,,,,,,,,,,
07/31/2023,03:10:00 -0300,0,,,187,1,,,,,,,,16.65,,,,,
07/31/2023,03:12:00 -0300,0,,,187,1,,,,,,,,16.68,,,,,
07/31/2023,03:14:00 -0300,0,,,192,1,4.248,,,,,,,16.75,,,,,
07/31/2023,03:16:00 -0300,0,,,197,1,,,,,,,,16.75,,,,,
07/31/2023,03:18:00 -0300,0,,,185,1,,,,,,,,16.77,,,,,
07/31/2023,03:19:00 -0300,,,,,,4.244,,,,,,,,,,,,
07/31/2023,03:20:00 -0300,0,,,188,1,,,,,,,,16.72,,,,,
07/31/2023,03:22:00 -0300,0,,,181,1,,,,,,,,16.7,,,,,
07/31/2023,03:24:00 -0300,0,,,175,1,4.244,,,,,,,16.61,,,,,
07/31/2023,03:26:00 -0300,0,,,163,1,,,,,,,,16.49,,,,,
07/31/2023,03:28:00 -0300,0,,,168,1,,,,,,,,16.39,,,,,
07/31/2023,03:29:00 -0300,,,,,,4.245,,,,,,,,,,,,
07/31/2023,03:30:00 -0300,0,,,177,1,,,,,,,,16.39,,,,,
07/31/2023,03:32:00 -0300,0,,,183,1,,,,,,,,16.42,,,,,
07/31/2023,03:34:00 -0300,0,,,178,1,4.236,,,,,,,16.39,,,,,
07/31/2023,03:36:00 -0300,0,,,175,1,,,,,,,,16.39,,,,,
07/31/2023,03:38:00 -0300,0,,,174,1,,,,,,,,16.34,,,,,
07/31/2023,03:39:00 -0300,,,,,,4.242,,,,,,,,,,,,
07/31/2023,03:40:00 -0300,0,,,180,1,,,,,,,,16.34,,,,,
07/31/2023,03:42:00 -0300,0,,,184,1,,,,,,,,16.34,,,,,
07/31/2023,03:44:00 -0300,0,,,178,1,4.247,,,,,,,16.37,,,,,
07/31/2023,03:46:00 -0300,0,,,181,1,,,,,,,,16.27,,,,,
07/31/2023,03:48:00 -0300,0,,,174,1,,,,,,,,16.13,,,,,
07/31/2023,03:49:00 -0300,,,,,,4.235,,,,,,,,,,,,
07/31/2023,03:50:00 -0300,0,,,168,1,,,,,,,,16.03,,,,,
07/31/2023,03:52:00 -0300,0,,,187,1,,,,,,,,15.91,,,,,
07/31/2023,03:54:00 -0300,0,,,188,1,4.241,,,,,,,15.91,,,,,
07/31/2023,03:56:00 -0300,0,,,174,1,,,,,,,,15.8,,,,,
07/31/2023,03:58:00 -0300,0,,,177,1,,,,,,,,15.72,,,,,
07/31/2023,03:59:00 -0300,,,,,,4.245,,,,,,,,,,,,
07/31/2023,04:00:00 -0300,0,,,171,1,,,,,,,,15.7,,,,,
07/31/2023,04:02:00 -0300,0,,,174,1,,,,,,,,15.68,,,,,
07/31/2023,04:04:00 -0300,0,,,170,1,4.238,,,,,,,15.75,,,,,
07/31/2023,04:06:00 -0300,0,,,180,1,,,,,,,,15.84,,,,,
07/31/2023,04:08:00 -0300,0,,,170,1,,,,,,,,15.89,,,,,
07/31/2023,04:09:00 -0300,,,,,,4.241,,,,,,,,,,,,
07/31/2023,04:10:00 -0300,0,,,181,1,,,,,,,,16.01,,,,,
07/31/2023,04:12:00 -0300,0,,,184,1,,,,,,,,16.11,,,,,
07/31/2023,04:14:00 -0300,0,,,183,1,4.245,,,,,,,16.18,,,,,
07/31/2023,04:16:00 -0300,0,,,185,1,,,,,,,,16.18,,,,,
07/31/2023,04:18:00 -0300,0,,,184,1,,,,,,,,16.18,,,,,
07/31/2023,04:19:00 -0300,,,,,,4.239,,,,,,,,,,,,
07/31/2023,04:20:00 -0300,0,,,188,1,,,,,,,,16.13,,,,,
07/31/2023,04:22:00 -0300,0,,,180,1,,,,,,,,16.15,,,,,
07/31/2023,04:24:00 -0300,0,,,181,1,4.241,,,,,,,16.18,,,,,
07/31/2023,04:26:00 -0300,0,,,178,1,,,,,,,,16.15,,,,,
07/31/2023,04:28:00 -0300,0,,,180,1,,,,,,,,16.08,,,,,
07/31/2023,04:29:00 -0300,,,,,,4.244,,,,,,,,,,,,
07/31/2023,04:30:00 -0300,0,,,178,1,,,,,,,,16.06,,,,,
07/31/2023,04:32:00 -0300,0,,,178,1,,,,,,,,16.06,,,,,
07/31/2023,04:34:00 -0300,0,,,175,1,4.241,,,,,,,16.03,,,,,
07/31/2023,04:36:00 -0300,0,,,181,1,,,,,,,,16.03,,,,,
07/31/2023,04:38:00 -0300,0,,,175,1,,,,,,,,15.96,,,,,
07/31/2023,04:39:00 -0300,,,,,,4.241,,,,,,,,,,,,
07/31/2023,04:40:00 -0300,0,,,170,1,,,,,,,,15.89,,,,,
07/31/2023,04:42:00 -0300,0,,,168,1,,,,,,,,15.72,,,,,
07/31/2023,04:44:00 -0300,0,,,170,1,4.245,,,,,,,15.63,,,,,
07/31/2023,04:46:00 -0300,0,,,170,1,,,,,,,,15.58,,,,,
07/31/2023,04:48:00 -0300,0,,,171,1,,,,,,,,15.6,,,,,
07/31/2023,04:49:00 -0300,,,,,,4.235,,,,,,,,,,,,
07/31/2023,04:50:00 -0300,0,,,159,1,,,,,,,,15.58,,,,,
07/31/2023,04:52:00 -0300,0,,,170,1,,,,,,,,15.56,,,,,
07/31/2023,04:54:00 -0300,0,,,168,1,4.241,,,,,,,15.6,,,,,
07/31/2023,04:56:00 -0300,0,,,171,1,,,,,,,,15.6,,,,,
07/31/2023,04:58:00 -0300,0,,,175,1,,,,,,,,15.58,,,,,
07/31/2023,04:59:00 -0300,,,,,,4.244,,,,,,,,,,,,
07/31/2023,05:00:00 -0300,0,,,170,1,,,,,,,,15.58,,,,,
07/31/2023,05:02:00 -0300,0,,,167,1,,,,,,,,15.53,,,,,
07/31/2023,05:04:00 -0300,0,,,159,1,4.235,,,,,,,15.56,,,,,
07/31/2023,05:06:00 -0300,0,,,187,1,,,,,,,,15.53,,,,,
07/31/2023,05:08:00 -0300,0,,,174,1,,,,,,,,15.46,,,,,
07/31/2023,05:09:00 -0300,,,,,,4.239,,,,,,,,,,,,
07/31/2023,05:10:00 -0300,0,,,156,1,,,,,,,,15.39,,,,,
07/31/2023,05:12:00 -0300,0,,,154,1,,,,,,,,15.27,,,,,
07/31/2023,05:14:00 -0300,0,,,149,1,4.244,,,,,,,15.13,,,,,
07/31/2023,05:16:00 -0300,0,,,140,1,,,,,,,,15.06,,,,,
07/31/2023,05:18:00 -0300,0,,,142,1,,,,,,,,14.94,,,,,
07/31/2023,05:19:00 -0300,,,,,,4.236,,,,,,,,,,,,
07/31/2023,05:20:00 -0300,0,,,146,1,,,,,,,,14.89,,,,,
07/31/2023,05:22:00 -0300,0,,,146,1,,,,,,,,14.86,,,,,
07/31/2023,05:24:00 -0300,0,,,149,1,4.238,,,,,,,14.82,,,,,
07/31/2023,05:26:00 -0300,0,,,152,1,,,,,,,,14.77,,,,,
07/31/2023,05:28:00 -0300,0,,,163,1,,,,,,,,14.79,,,,,
07/31/2023,05:29:00 -0300,,,,,,4.242,,,,,,,,,,,,
07/31/2023,05:30:00 -0300,0,,,163,1,,,,,,,,14.84,,,,,
07/31/2023,05:32:00 -0300,0,,,170,1,,,,,,,,14.91,,,,,
07/31/2023,05:34:00 -0300,0,,,161,1,4.239,,,,,,,14.89,,,,,
07/31/2023,05:36:00 -0300,0,,,164,1,,,,,,,,14.91,,,,,
07/31/2023,05:38:00 -0300,0,,,166,1,,,,,,,,14.82,,,,,
07/31/2023,05:39:00 -0300,,,,,,4.239,,,,,,,,,,,,
07/31/2023,05:40:00 -0300,0,,,170,1,,,,,,,,14.79,,,,,
07/31/2023,05:42:00 -0300,0,,,164,1,,,,,,,,14.86,,,,,
07/31/2023,05:44:00 -0300,0,,,181,2,4.244,,,,,,,15.08,,,,,
07/31/2023,05:46:00 -0300,0,,,177,2,,,,,,,,15.29,,,,,
07/31/2023,05:48:00 -0300,0,,,184,2,,,,,,,,15.39,,,,,
07/31/2023,05:49:00 -0300,,,,,,4.235,,,,,,,,,,,,
07/31/2023,05:50:00 -0300,0,,,183,2,,,,,,,,15.44,,,,,
07/31/2023,05:52:00 -0300,0,,,187,3,,,,,,,,15.56,,,,,
07/31/2023,05:54:00 -0300,0,,,192,3,4.242,,,,,,,15.51,,,,,
07/31/2023,05:56:00 -0300,0,,,184,4,,,,,,,,15.49,,,,,
07/31/2023,05:58:00 -0300,0,,,183,6,,,,,,,,15.53,,,,,
07/31/2023,05:59:00 -0300,,,,,,4.253,,,,,,,,,,,,
07/31/2023,06:00:00 -0300,0,,,177,7,,,,,,,,15.6,,,,,
07/31/2023,06:02:00 -0300,0,,,173,7,,,,,,,,15.53,,,,,
07/31/2023,06:04:00 -0300,0,,,159,8,4.248,,,,,,,15.32,,,,,
07/31/2023,06:06:00 -0300,0,,,157,9,,,,,,,,15.25,,,,,
07/31/2023,06:08:00 -0300,0,,,157,11,,,,,,,,15.17,,,,,
07/31/2023,06:09:00 -0300,,,,,,4.26,,,,,,,,,,,,
07/31/2023,06:10:00 -0300,0,,,157,12,,,,,,,,15.13,,,,,
07/31/2023,06:12:00 -0300,0,,,160,12,,,,,,,,15.13,,,,,
07/31/2023,06:14:00 -0300,0,,,167,13,4.278,,,,,,,15.22,,,,,
07/31/2023,06:16:00 -0300,0,,,170,14,,,,,,,,15.32,,,,,
07/31/2023,06:18:00 -0300,0,,,164,16,,,,,,,,15.32,,,,,
07/31/2023,06:19:00 -0300,,,,,,4.278,,,,,,,,,,,,
07/31/2023,06:20:00 -0300,0,,,184,17,,,,,,,,15.39,,,,,
07/31/2023,06:22:00 -0300,0,,,163,18,,,,,,,,15.29,,,,,
07/31/2023,06:24:00 -0300,0,,,168,19,4.298,,,,,,,15.34,,,,,
07/31/2023,06:26:00 -0300,0,,,174,21,,,,,,,,15.37,,,,,
07/31/2023,06:28:00 -0300,0,,,184,22,,,,,,,,15.58,,,,,
07/31/2023,06:29:00 -0300,,,,,,4.304,,,,,,,,,,,,
07/31/2023,06:30:00 -0300,0,,,192,22,,,,,,,,15.56,,,,,
07/31/2023,06:32:00 -0300,0,,,188,23,,,,,,,,15.65,,,,,
07/31/2023,06:34:00 -0300,0,,,187,24,4.292,,,,,,,15.63,,,,,
07/31/2023,06:36:00 -0300,0,,,177,26,,,,,,,,15.7,,,,,
07/31/2023,06:38:00 -0300,0,,,174,26,,,,,,,,15.7,,,,,
07/31/2023,06:39:00 -0300,,,,,,4.308,,,,,,,,,,,,
07/31/2023,06:40:00 -0300,0,,,174,27,,,,,,,,15.68,,,,,
07/31/2023,06:42:00 -0300,0,,,174,27,,,,,,,,15.63,,,,,
07/31/2023,06:44:00 -0300,0,,,177,28,4.307,,,,,,,15.63,,,,,
07/31/2023,06:46:00 -0300,0,,,174,28,,,,,,,,15.6,,,,,
07/31/2023,06:48:00 -0300,0,,,177,29,,,,,,,,15.68,,,,,
07/31/2023,06:49:00 -0300,,,,,,4.299,,,,,,,,,,,,
07/31/2023,06:50:00 -0300,0,,,175,29,,,,,,,,15.7,,,,,
07/31/2023,06:52:00 -0300,0,,,170,31,,,,,,,,15.75,,,,,
07/31/2023,06:54:00 -0300,0,,,163,31,4.314,,,,,,,15.75,,,,,
07/31/2023,06:56:00 -0300,0,,,163,32,,,,,,,,15.77,,,,,
07/31/2023,06:58:00 -0300,0,,,167,32,,,,,,,,15.84,,,,,
07/31/2023,06:59:00 -0300,,,,,,4.304,,,,,,,,,,,,
07/31/2023,07:00:00 -0300,0,,,171,33,,,,,,,,15.91,,,,,
07/31/2023,07:02:00 -0300,0,,,174,33,,,,,,,,16.06,,,,,
07/31/2023,07:04:00 -0300,0,,,174,34,4.292,,,,,,,16.18,,,,,
07/31/2023,07:06:00 -0300,0,,,171,34,,,,,,,,16.22,,,,,
07/31/2023,07:08:00 -0300,0,,,170,36,,,,,,,,16.25,,,,,
07/31/2023,07:09:00 -0300,,,,,,4.307,,,,,,,,,,,,
07/31/2023,07:10:00 -0300,0,,,173,37,,,,,,,,16.34,,,,,
07/31/2023,07:12:00 -0300,0,,,177,37,,,,,,,,16.46,,,,,
07/31/2023,07:14:00 -0300,0,,,185,38,4.304,,,,,,,16.56,,,,,
07/31/2023,07:16:00 -0300,0,,,184,39,,,,,,,,16.61,,,,,
07/31/2023,07:18:00 -0300,0,,,175,39,,,,,,,,16.68,,,,,
07/31/2023,07:19:00 -0300,,,,,,4.298,,,,,,,,,,,,
07/31/2023,07:20:00 -0300,0,,,175,41,,,,,,,,16.68,,,,,
07/31/2023,07:22:00 -0300,0,,,168,41,,,,,,,,16.7,,,,,
07/31/2023,07:24:00 -0300,0,,,174,42,4.322,,,,,,,16.77,,,,,
07/31/2023,07:26:00 -0300,0,,,174,149,,,,,,,,16.84,,,,,
07/31/2023,07:28:00 -0300,0,,,177,159,,,,,,,,16.99,,,,,
07/31/2023,07:29:00 -0300,,,,,,4.311,,,,,,,,,,,,
07/31/2023,07:30:00 -0300,0,,,177,162,,,,,,,,17.42,,,,,
07/31/2023,07:32:00 -0300,0,,,174,164,,,,,,,,18.06,,,,,
07/31/2023,07:34:00 -0300,0,,,174,169,4.298,,,,,,,18.44,,,,,
07/31/2023,07:36:00 -0300,0,,,180,173,,,,,,,,18.68,,,,,
07/31/2023,07:38:00 -0300,0,,,177,178,,,,,,,,18.89,,,,,
07/31/2023,07:39:00 -0300,,,,,,4.307,,,,,,,,,,,,
07/31/2023,07:40:00 -0300,0,,,180,181,,,,,,,,18.98,,,,,
07/31/2023,07:42:00 -0300,0,,,187,187,,,,,,,,19.13,,,,,
07/31/2023,07:44:00 -0300,0,,,191,192,4.316,,,,,,,19.2,,,,,
07/31/2023,07:46:00 -0300,0,,,199,197,,,,,,,,19.1,,,,,
07/31/2023,07:48:00 -0300,0,,,199,202,,,,,,,,19.06,,,,,
07/31/2023,07:49:00 -0300,,,,,,4.293,,,,,,,,,,,,
07/31/2023,07:50:00 -0300,0,,,188,208,,,,,,,,19.13,,,,,
07/31/2023,07:52:00 -0300,0,,,181,214,,,,,,,,19.32,,,,,
07/31/2023,07:54:00 -0300,0,,,180,221,4.307,,,,,,,19.22,,,,,
07/31/2023,07:56:00 -0300,0,,,177,226,,,,,,,,19.29,,,,,
07/31/2023,07:58:00 -0300,0,,,178,232,,,,,,,,19.37,,,,,
07/31/2023,07:59:00 -0300,,,,,,4.323,,,,,,,,,,,,
07/31/2023,08:00:00 -0300,0,,,184,236,,,,,,,,19.41,,,,,
07/31/2023,08:02:00 -0300,0,,,181,241,,,,,,,,19.56,,,,,
07/31/2023,08:04:00 -0300,0,,,183,247,4.292,,,,,,,19.56,,,,,
07/31/2023,08:06:00 -0300,0,,,178,252,,,,,,,,19.58,,,,,
07/31/2023,08:08:00 -0300,0,,,177,257,,,,,,,,19.63,,,,,
07/31/2023,08:09:00 -0300,,,,,,4.307,,,,,,,,,,,,
07/31/2023,08:10:00 -0300,0,,,173,262,,,,,,,,19.77,,,,,
07/31/2023,08:12:00 -0300,0,,,175,268,,,,,,,,19.89,,,,,
07/31/2023,08:14:00 -0300,0,,,181,274,4.32,,,,,,,19.94,,,,,
07/31/2023,08:16:00 -0300,0,,,191,279,,,,,,,,20.17,,,,,
07/31/2023,08:18:00 -0300,0,,,187,286,,,,,,,,20.39,,,,,
07/31/2023,08:19:00 -0300,,,,,,4.295,,,,,,,,,,,,
07/31/2023,08:20:00 -0300,0,,,191,291,,,,,,,,20.32,,,,,
07/31/2023,08:22:00 -0300,0,,,195,296,,,,,,,,20.34,,,,,
07/31/2023,08:24:00 -0300,0,,,201,302,4.307,,,,,,,20.25,,,,,
07/31/2023,08:26:00 -0300,0,,,202,307,,,,,,,,20.22,,,,,
07/31/2023,08:28:00 -0300,0,,,204,313,,,,,,,,20.15,,,,,
07/31/2023,08:29:00 -0300,,,,,,4.322,,,,,,,,,,,,
07/31/2023,08:30:00 -0300,0,,,204,318,,,,,,,,20.17,,,,,
07/31/2023,08:32:00 -0300,0,,,202,323,,,,,,,,20.29,,,,,
07/31/2023,08:34:00 -0300,0,,,205,328,4.299,,,,,,,20.34,,,,,
07/31/2023,08:36:00 -0300,0,,,199,333,,,,,,,,20.44,,,,,
07/31/2023,08:38:00 -0300,0,,,202,339,,,,,,,,20.56,,,,,
07/31/2023,08:39:00 -0300,,,,,,4.316,,,,,,,,,,,,
07/31/2023,08:40:00 -0300,0,,,199,344,,,,,,,,20.72,,,,,
07/31/2023,08:42:00 -0300,0,,,198,349,,,,,,,,20.84,,,,,
07/31/2023,08:44:00 -0300,0,,,199,356,4.314,,,,,,,20.94,,,,,
07/31/2023,08:46:00 -0300,0,,,195,361,,,,,,,,20.98,,,,,
